FECHA,HORA,ATI,CAM,FAC,TLA,TLI,ACO,CUT,SAG,VIF,XAL,BJU,IZT,HGM,MER,AJM,CUA,INN,MGH,SFE,PED,CHO,MPA,TAH,UIZ
12/1/2016,1,31,50,31,67,53,49,62,79,57,113,41,37,47,68,10,44,10,34,25,25,25,6,44,25
12/1/2016,2,44,34,23,52,46,49,63,78,52,100,44,36,44,72,7,17,9,33,17,17,22,6,35,21
12/1/2016,3,54,34,17,53,42,48,49,50,60,113,43,40,42,77,5,27,6,28,17,17,30,14,26,23
12/1/2016,4,30,36,4,51,49,45,46,73,68,108,40,36,38,73,8,14,7,22,13,13,50,13,26,30
12/1/2016,5,52,49,27,43,147,45,50,58,70,105,36,33,40,49,9,17,4,28,15,15,32,11,24,22
12/1/2016,6,45,43,11,51,62,45,53,91,73,124,42,23,34,59,5,19,3,39,17,17,39,14,24,26
12/1/2016,7,67,61,45,93,86,43,54,119,107,166,42,31,38,75,12,11,3,56,21,21,29,10,32,24
12/1/2016,8,87,97,107,91,139,51,131,107,135,196,52,43,62,114,16,46,2,45,27,27,55,12,49,39
12/1/2016,9,75,76,79,83,139,46,194,102,110,91,49,30,57,89,30,49,5,43,32,32,105,9,54,56
12/1/2016,10,82,78,74,100,166,46,93,61,115,88,41,38,63,85,30,47,6,30,28,28,60,14,55,43
12/1/2016,11,48,40,74,81,126,42,105,67,133,53,26,25,39,45,26,18,9,38,23,23,16,16,15,16
12/1/2016,12,22,22,22,32,10,44,58,55,66,43,18,6,25,16,29,11,10,22,18,18,13,15,10,13
12/1/2016,13,9,26,17,16,2,28,65,43,35,43,25,8,32,36,25,15,9,20,17,17,16,15,16,16
12/1/2016,14,2,25,20,38,11,28,36,40,34,44,25,3,43,27,27,20,13,22,21,21,38,16,49,34
12/1/2016,15,19,24,26,22,31,31,65,25,27,41,25,14,40,20,27,25,12,24,22,22,51,28,32,37
12/1/2016,16,30,26,16,26,36,45,59,18,47,48,26,33,42,50,25,26,16,14,20,20,110,33,29,57
12/1/2016,17,22,30,26,34,57,49,29,62,59,73,40,34,39,42,32,37,17,21,27,27,48,17,34,33
12/1/2016,18,45,58,93,66,89,65,47,72,100,91,40,49,40,78,28,51,17,36,33,33,89,31,38,53
12/1/2016,19,92,63,87,71,88,79,122,82,100,84,47,48,47,50,31,29,20,30,28,28,28,24,34,29
12/1/2016,20,63,44,69,70,66,67,153,52,101,83,46,37,42,42,28,26,19,24,24,24,25,19,43,29
12/1/2016,21,48,60,43,61,144,83,93,77,91,87,50,31,39,66,33,33,16,23,26,26,46,21,61,43
12/1/2016,22,51,63,40,62,120,76,73,54,88,85,50,38,57,52,35,26,14,32,27,27,38,20,64,41
12/1/2016,23,38,80,50,90,95,100,47,58,95,99,61,40,61,72,33,27,14,30,26,26,59,18,50,42
12/1/2016,24,32,52,51,59,66,88,38,55,113,77,54,41,52,69,36,38,20,36,33,33,40,21,40,34
12/2/2016,1,23,45,48,59,48,87,43,61,118,76,47,36,51,56,33,50,20,42,36,36,36,23,44,34
12/2/2016,2,26,44,45,62,41,67,47,50,93,79,52,39,54,60,30,54,19,43,37,37,9,26,28,21
12/2/2016,3,29,37,34,44,40,47,65,53,73,75,43,38,50,64,38,38,25,42,36,36,39,26,30,32
12/2/2016,4,29,36,26,38,50,48,48,61,81,119,41,34,45,44,39,37,20,40,34,34,22,27,29,26
12/2/2016,5,27,39,24,49,54,39,42,52,69,109,36,30,40,57,40,38,17,43,35,35,60,22,30,37
12/2/2016,6,48,44,28,55,45,42,58,78,58,119,49,42,51,56,45,39,18,49,38,38,68,15,24,36
12/2/2016,7,96,75,48,72,83,49,60,76,93,179,53,34,56,77,45,35,13,71,41,41,119,11,28,53
12/2/2016,8,89,98,108,84,112,53,118,103,195,212,65,49,66,74,48,41,10,63,41,41,124,13,55,64
12/2/2016,9,99,88,13,92,148,50,130,86,195,197,47,36,59,73,49,60,16,58,46,46,94,10,60,55
12/2/2016,10,94,101,84,89,138,50,104,77,166,92,44,32,43,59,62,50,10,54,44,44,64,37,56,52
12/2/2016,11,72,105,96,107,143,42,135,34,164,98,45,38,48,73,37,48,13,51,37,37,12,33,36,27
12/2/2016,12,49,46,9,69,55,40,81,35,77,56,43,27,36,44,33,53,19,27,33,33,36,16,15,22
12/2/2016,13,24,31,31,49,20,35,56,33,38,63,33,19,27,59,32,55,11,29,32,32,30,29,16,25
12/2/2016,14,44,35,31,44,22,34,39,29,40,54,24,12,22,46,25,36,13,27,25,25,50,23,10,28
12/2/2016,15,37,33,11,46,39,38,50,37,41,76,24,19,15,49,21,23,14,26,21,21,97,21,17,45
12/2/2016,16,42,42,42,30,53,47,51,69,61,106,25,28,30,28,20,16,12,31,20,20,92,27,43,54
12/2/2016,17,61,61,63,46,73,71,64,85,116,96,26,29,35,74,20,23,16,21,20,20,77,20,29,42
12/2/2016,18,80,80,90,67,83,79,100,74,96,87,29,35,31,67,23,26,18,25,23,23,71,17,26,38
12/2/2016,19,76,73,56,77,84,72,97,59,85,61,37,44,40,63,25,27,16,31,25,25,34,22,49,35
12/2/2016,20,65,65,50,75,68,59,86,30,68,51,42,42,41,65,28,28,20,35,28,28,26,16,48,30
12/2/2016,21,52,68,64,87,67,68,138,58,77,70,44,39,48,46,27,31,13,37,27,27,4,13,71,29
12/2/2016,22,62,84,85,63,126,58,95,24,85,78,45,35,43,59,27,25,14,43,27,27,22,17,66,35
12/2/2016,23,42,74,68,76,110,65,97,32,97,89,41,34,45,64,28,26,13,45,28,28,23,16,59,33
12/2/2016,24,59,76,75,72,99,76,125,78,148,58,54,39,51,64,19,12,13,32,19,19,37,13,50,33
12/3/2016,1,66,74,61,67,77,70,87,52,127,86,55,46,50,63,19,25,8,25,19,19,45,11,34,30
12/3/2016,2,46,66,45,80,106,95,72,50,77,83,51,42,51,64,19,17,8,32,19,19,17,14,34,22
12/3/2016,3,68,66,43,85,69,84,59,57,81,67,41,33,42,49,21,18,6,38,21,21,19,15,19,18
12/3/2016,4,71,51,20,62,88,61,42,73,90,64,31,32,33,42,20,25,5,31,20,20,14,15,27,19
12/3/2016,5,26,37,20,52,88,76,57,79,66,63,37,29,34,47,15,9,8,29,15,15,31,10,24,22
12/3/2016,6,12,55,21,59,72,96,48,97,89,116,38,38,33,55,17,13,7,31,17,17,81,14,19,38
12/3/2016,7,46,54,34,74,85,48,56,90,91,150,45,41,37,64,16,13,7,29,16,16,99,8,14,40
12/3/2016,8,90,74,96,81,119,52,131,89,135,141,48,32,42,72,24,37,5,29,24,24,152,11,36,66
12/3/2016,9,82,65,65,82,99,47,125,90,143,131,41,25,45,56,26,37,7,35,26,26,118,10,57,62
12/3/2016,10,62,61,40,68,50,44,81,74,153,84,41,19,39,33,26,29,5,44,26,26,70,21,48,46
12/3/2016,11,45,41,33,57,48,47,100,56,137,49,26,23,38,56,24,37,5,31,24,24,60,14,39,38
12/3/2016,12,22,54,19,47,36,44,73,13,26,62,28,24,41,45,31,31,31,30,31,31,15,13,16,15
12/3/2016,13,21,42,13,44,25,30,59,31,32,53,21,11,36,38,16,7,16,25,16,16,17,13,20,17
12/3/2016,14,4,28,14,36,13,53,39,27,26,41,23,12,36,31,16,13,16,19,16,16,13,14,12,13
12/3/2016,15,24,23,18,24,24,38,18,72,35,41,27,25,39,53,22,23,22,21,22,22,43,21,64,43
12/3/2016,16,52,26,46,28,26,61,28,92,16,59,54,47,42,66,16,17,15,16,16,16,27,19,35,27
12/3/2016,17,49,32,55,37,47,70,42,76,106,78,34,47,42,41,16,18,13,16,16,16,42,17,33,31
12/3/2016,18,43,30,37,38,36,65,42,71,110,71,24,32,30,29,20,32,13,14,20,20,33,20,30,28
12/3/2016,19,48,32,39,33,58,68,47,61,69,62,28,33,30,40,23,34,11,23,23,23,29,17,36,27
12/3/2016,20,35,27,35,31,39,57,31,43,47,42,31,32,32,29,15,13,11,20,15,15,15,11,33,20
12/3/2016,21,45,19,30,34,47,47,49,51,57,67,30,39,30,35,17,17,9,24,17,17,22,6,42,23
12/3/2016,22,40,48,20,17,41,37,52,59,77,80,32,26,29,38,21,23,11,30,21,21,29,9,38,25
12/3/2016,23,66,52,19,34,47,35,89,44,61,58,27,20,32,46,15,12,8,26,15,15,42,9,29,27
12/3/2016,24,58,62,1,30,40,51,53,27,49,50,30,20,30,31,18,15,6,32,18,18,6,8,39,18
12/4/2016,1,29,60,4,32,41,69,44,31,54,67,37,17,37,48,19,19,5,33,19,19,9,6,37,17
12/4/2016,2,19,53,7,32,39,68,47,28,87,77,37,31,37,40,18,18,6,29,18,18,5,7,22,11
12/4/2016,3,8,69,4,18,7,61,29,37,71,61,27,30,35,35,14,8,9,24,14,14,17,5,18,13
12/4/2016,4,17,40,18,25,12,57,28,29,54,45,33,22,27,37,18,19,5,31,18,18,14,7,14,12
12/4/2016,5,20,28,22,28,21,71,37,27,40,40,21,17,20,24,20,22,5,32,20,20,1,5,6,4
12/4/2016,6,30,23,14,29,23,42,24,37,47,33,17,18,17,31,16,19,4,25,16,16,1,4,5,3
12/4/2016,7,29,42,13,33,22,40,50,22,67,49,23,14,24,20,13,14,3,23,13,13,28,6,8,14
12/4/2016,8,46,49,41,44,48,58,96,27,89,43,31,14,27,27,14,14,2,27,14,14,15,8,27,17
12/4/2016,9,51,47,35,42,78,40,93,25,95,63,27,16,34,46,16,19,2,26,16,16,56,8,30,31
12/4/2016,10,24,42,30,38,15,37,72,9,62,45,21,23,34,35,15,8,3,34,15,15,6,8,10,8
12/4/2016,11,15,39,7,28,13,33,23,17,24,24,21,15,21,23,18,28,4,23,18,18,3,5,6,5
12/4/2016,12,7,21,5,24,15,25,22,29,19,24,10,6,10,18,33,83,7,9,33,33,33,13,18,21
12/4/2016,13,11,12,18,33,14,36,8,52,29,31,14,14,8,8,22,52,7,7,22,22,57,12,28,32
12/4/2016,14,27,17,26,29,32,55,17,19,22,28,30,16,17,22,22,44,7,16,22,22,37,17,10,21
12/4/2016,15,25,11,28,26,33,76,38,45,19,45,14,11,16,40,19,30,10,17,19,19,32,13,16,20
12/4/2016,16,2,20,1,37,22,66,21,15,28,33,12,16,24,45,21,38,8,18,21,21,26,13,17,19
12/4/2016,17,20,49,18,23,22,52,36,42,22,38,25,14,24,53,18,30,12,13,18,18,46,17,16,26
12/4/2016,18,6,35,15,14,13,45,26,30,26,32,27,21,24,47,21,42,8,14,21,21,45,11,21,26
12/4/2016,19,32,24,17,34,32,42,38,42,26,37,22,28,15,21,10,14,5,12,10,10,25,13,37,25
12/4/2016,20,15,21,1,29,33,41,27,25,33,36,19,17,21,38,12,15,4,18,12,12,16,7,25,16
12/4/2016,21,3,19,8,29,3,37,15,46,32,37,13,15,17,23,9,8,2,18,9,9,15,11,19,15
12/4/2016,22,21,14,11,8,28,18,17,14,27,22,12,14,12,17,7,9,3,10,7,7,12,5,1,6
12/4/2016,23,28,18,1,21,37,19,46,10,6,34,9,11,7,13,7,8,2,11,7,7,1,7,7,5
12/4/2016,24,18,25,1,6,1,13,58,11,13,17,8,10,11,17,7,7,3,10,7,7,3,10,11,8
12/5/2016,1,21,18,6,5,11,9,48,17,10,22,9,13,8,12,5,2,3,9,5,5,1,8,3,4
12/5/2016,2,18,20,7,4,9,13,27,14,16,30,5,9,8,8,7,4,2,15,7,7,1,3,1,2
12/5/2016,3,4,11,1,5,8,8,22,11,13,35,4,6,5,8,6,1,3,14,6,6,1,1,1,1
12/5/2016,4,4,9,2,9,17,3,20,3,12,32,3,8,7,14,6,8,2,8,6,6,1,4,2,2
12/5/2016,5,5,8,1,7,6,14,23,15,5,15,4,2,10,13,5,4,2,8,5,5,12,2,1,5
12/5/2016,6,12,17,7,21,7,12,25,11,13,19,6,9,9,14,2,1,2,2,2,2,1,2,4,2
12/5/2016,7,31,42,28,24,9,31,41,24,18,35,42,12,19,26,7,9,2,10,7,7,22,5,8,12
12/5/2016,8,28,43,49,46,29,32,67,40,34,42,45,21,31,38,20,33,3,24,20,20,32,5,41,26
12/5/2016,9,26,37,26,38,28,70,61,27,48,46,24,14,32,36,13,18,6,16,13,13,26,7,32,22
12/5/2016,10,37,19,15,31,26,59,38,14,27,31,16,12,27,30,16,21,8,20,16,16,25,16,6,16
12/5/2016,11,71,35,12,23,35,30,41,30,26,26,13,7,16,23,15,16,6,22,15,15,13,15,16,15
12/5/2016,12,61,21,23,28,86,35,76,26,107,53,18,6,17,35,15,20,8,16,15,15,73,19,23,38
12/5/2016,13,36,19,22,28,48,52,109,29,62,50,13,10,29,46,17,23,8,19,17,17,80,49,18,49
12/5/2016,14,25,26,39,29,32,60,79,17,53,40,13,12,18,37,15,21,10,15,15,15,94,58,21,58
12/5/2016,15,20,27,24,30,28,83,45,20,46,36,19,9,19,18,11,10,11,12,11,11,53,38,23,38
12/5/2016,16,30,27,26,21,25,130,66,39,34,59,18,17,24,30,17,19,20,11,17,17,47,10,18,25
12/5/2016,17,13,27,42,23,24,201,72,41,23,24,20,17,26,33,14,17,13,11,14,14,112,9,22,48
12/5/2016,18,27,21,1,20,25,84,49,28,34,49,20,18,31,23,12,16,8,12,12,12,39,13,18,23
12/5/2016,19,54,30,46,26,34,72,55,23,95,28,20,19,21,20,15,21,8,15,15,15,60,10,15,28
12/5/2016,20,57,26,27,36,37,75,35,31,60,45,18,21,24,21,15,22,6,16,15,15,31,6,10,16
12/5/2016,21,21,26,24,40,25,54,39,28,39,52,21,17,23,20,14,22,5,16,14,14,48,5,18,24
12/5/2016,22,11,25,26,40,7,48,37,34,30,60,24,28,30,27,19,31,3,24,19,19,4,6,18,9
12/5/2016,23,3,27,15,36,19,42,22,37,61,46,30,18,29,26,12,10,5,21,12,12,1,3,35,13
12/5/2016,24,40,32,1,27,42,48,45,58,58,66,31,22,28,27,13,16,3,19,13,13,4,4,26,11
12/6/2016,1,38,105,1,29,70,59,69,29,92,70,19,21,27,22,10,9,3,17,10,10,1,12,23,12
12/6/2016,2,24,103,1,31,85,68,64,25,65,48,21,16,22,20,10,7,3,19,10,10,1,2,1,1
12/6/2016,3,21,47,3,34,56,56,41,20,66,50,22,16,23,20,11,2,4,28,11,11,31,2,9,14
12/6/2016,4,27,37,6,29,38,35,32,52,48,34,22,17,21,20,16,5,16,27,16,16,31,2,17,17
12/6/2016,5,28,32,6,30,51,29,48,69,36,36,24,18,29,24,15,1,15,29,15,15,20,3,9,11
12/6/2016,6,38,49,22,36,44,28,71,83,43,61,25,20,31,25,24,14,24,33,24,24,1,3,1,2
12/6/2016,7,73,79,58,67,53,35,70,130,70,98,40,19,39,33,26,17,26,34,26,26,50,2,11,21
12/6/2016,8,90,109,102,99,88,53,130,157,126,177,76,32,55,54,37,36,37,38,37,37,75,5,40,40
12/6/2016,9,93,83,82,88,110,57,132,119,181,214,62,26,52,47,37,27,37,46,37,37,50,6,53,36
12/6/2016,10,52,57,52,83,84,45,80,107,133,142,52,15,58,42,39,33,39,44,39,39,22,9,34,22
12/6/2016,11,48,68,63,75,128,37,72,63,110,132,35,21,48,35,37,29,37,45,37,37,16,9,22,16
12/6/2016,12,62,58,11,54,113,41,44,32,126,98,36,27,38,34,34,47,34,20,34,34,15,10,20,15
12/6/2016,13,42,50,44,65,57,30,9,26,98,41,16,20,30,22,27,36,27,17,27,27,40,5,20,22
12/6/2016,14,82,43,24,53,37,53,25,32,57,28,12,11,31,18,20,22,20,17,20,20,40,14,21,25
12/6/2016,15,37,26,30,39,52,47,35,34,57,31,16,14,35,22,20,21,20,18,20,20,44,12,24,27
12/6/2016,16,50,19,13,36,54,51,40,40,54,35,18,9,23,17,15,17,15,13,15,15,76,17,27,40
12/6/2016,17,40,24,72,30,35,34,43,61,61,79,28,24,20,24,19,21,19,17,19,19,97,19,55,57
12/6/2016,18,65,33,39,36,64,58,27,89,96,104,31,48,40,40,25,31,25,18,25,25,68,14,30,37
12/6/2016,19,78,26,77,35,35,68,71,84,72,79,23,34,32,30,23,27,23,19,23,23,41,18,44,34
12/6/2016,20,55,30,65,73,42,67,91,49,190,58,31,36,37,35,22,26,22,18,22,22,41,15,44,33
12/6/2016,21,37,60,104,86,77,59,63,59,138,65,39,36,38,38,16,12,16,20,16,16,30,9,64,34
12/6/2016,22,74,67,58,81,73,69,73,80,140,81,44,39,33,39,19,18,19,20,19,19,41,13,59,38
12/6/2016,23,94,60,44,66,103,69,93,50,92,106,46,41,45,44,33,37,33,29,33,33,26,9,48,28
12/6/2016,24,98,60,38,46,93,79,73,101,120,119,50,34,46,43,38,38,38,38,38,38,16,7,33,19
12/7/2016,1,44,43,12,42,129,81,78,216,114,81,36,35,48,40,19,35,34,47,34,34,18,9,33,20
12/7/2016,2,46,38,23,50,97,77,73,87,101,90,32,31,35,33,20,38,31,36,31,31,17,8,22,16
12/7/2016,3,24,48,14,48,79,69,70,68,99,84,32,34,38,35,18,34,27,30,27,27,3,8,11,7
12/7/2016,4,34,50,20,42,75,71,58,106,102,96,29,26,29,28,19,23,23,28,23,23,37,6,22,22
12/7/2016,5,33,48,20,41,33,55,50,102,75,117,27,21,26,25,19,21,25,36,25,25,26,5,24,18
12/7/2016,6,57,57,42,45,69,47,67,98,76,173,29,35,29,31,21,19,27,42,27,27,49,5,29,28
12/7/2016,7,149,63,64,59,72,68,92,131,85,196,32,38,37,36,19,38,42,69,42,42,55,3,18,25
12/7/2016,8,257,102,93,74,121,69,114,135,176,220,52,43,57,51,21,66,52,68,52,52,82,5,50,46
12/7/2016,9,158,115,122,97,176,74,133,152,169,220,61,64,82,69,29,56,49,62,49,49,107,20,74,67
12/7/2016,10,94,127,158,128,175,50,123,113,133,105,58,52,85,65,37,121,72,57,72,72,79,28,73,60
12/7/2016,11,101,115,116,125,151,54,118,71,155,100,59,41,78,59,44,30,4,53,33,33,35,28,41,35
12/7/2016,12,104,73,70,99,147,43,61,42,143,72,53,33,46,44,39,72,15,41,42,42,24,27,20,24
12/7/2016,13,60,52,53,68,107,33,46,24,101,51,41,22,27,30,41,48,8,29,32,32,7,7,7,7
12/7/2016,14,100,41,38,63,74,35,58,17,72,30,27,11,31,23,21,35,9,23,22,22,24,15,33,24
12/7/2016,15,53,34,34,48,43,30,60,19,80,28,30,15,44,30,26,17,10,28,20,20,17,10,24,17
12/7/2016,16,40,37,3,46,62,47,56,50,54,41,40,36,50,42,33,28,13,29,26,26,59,15,25,33
12/7/2016,17,26,51,8,24,76,43,63,62,59,83,51,37,54,47,29,22,22,27,25,25,55,16,32,34
12/7/2016,18,99,56,109,56,73,54,23,61,101,82,44,40,62,49,29,44,19,43,34,34,45,19,26,30
12/7/2016,19,22,64,83,65,69,69,88,60,85,82,36,39,60,45,19,40,14,26,25,25,40,26,55,40
12/7/2016,20,43,49,57,53,60,69,79,43,76,62,40,43,44,42,21,21,13,22,19,19,46,18,83,49
12/7/2016,21,44,87,52,68,12,81,59,42,164,93,35,41,37,38,25,28,12,18,21,21,52,17,66,45
12/7/2016,22,25,92,60,69,53,70,79,101,161,130,45,28,32,35,29,18,11,24,21,21,54,18,69,47
12/7/2016,23,19,48,34,69,70,61,85,75,135,122,49,49,43,47,22,18,10,33,21,21,52,18,69,46
12/7/2016,24,56,44,62,48,100,79,80,85,100,111,52,40,48,47,27,38,16,38,30,30,45,20,48,38
12/8/2016,1,50,40,58,53,90,111,79,94,119,128,47,38,48,44,29,28,21,29,27,27,66,23,33,41
12/8/2016,2,39,38,53,45,90,91,60,92,105,95,50,39,53,47,28,35,22,38,31,31,64,31,33,43
12/8/2016,3,36,42,30,52,60,62,44,76,76,107,44,36,43,41,30,40,23,41,34,34,49,24,26,33
12/8/2016,4,25,37,31,60,50,59,33,81,54,99,38,45,39,41,27,41,15,36,30,30,56,24,33,38
12/8/2016,5,25,37,23,44,63,63,38,82,85,142,38,31,41,37,24,44,15,43,32,32,62,26,37,42
12/8/2016,6,44,55,24,50,79,67,63,98,83,155,41,45,49,45,29,44,13,44,33,33,68,31,34,44
12/8/2016,7,129,114,51,80,108,62,91,102,109,185,51,57,71,60,27,49,13,68,39,39,83,29,49,54
12/8/2016,8,190,126,115,92,110,71,149,106,182,231,66,57,91,71,29,57,12,77,44,44,184,32,90,102
12/8/2016,9,131,115,134,112,121,72,172,112,184,247,69,57,81,69,37,54,17,70,45,45,211,36,112,120
12/8/2016,10,103,129,67,124,90,72,109,117,170,169,69,46,84,66,52,30,15,71,42,42,110,37,77,75
12/8/2016,11,108,118,100,96,119,81,145,94,177,148,69,78,86,78,55,44,15,72,47,47,97,43,55,65
12/8/2016,12,93,84,59,86,142,71,103,88,118,99,72,72,72,72,43,50,39,62,49,49,71,45,50,55
12/8/2016,13,77,78,58,76,95,64,104,104,78,73,72,72,72,72,45,54,23,60,46,46,49,52,49,50
12/8/2016,14,55,72,50,49,50,49,66,67,53,55,68,67,66,67,52,66,29,67,54,54,42,46,44,44
12/8/2016,15,88,55,44,48,49,39,35,35,31,47,62,46,67,58,49,49,49,51,50,50,41,45,43,43
12/8/2016,16,86,55,41,54,58,45,30,28,30,50,49,26,66,47,39,65,51,46,50,50,49,39,48,45
12/8/2016,17,74,44,76,78,47,73,110,61,75,52,48,33,57,46,40,64,56,46,52,52,46,27,37,37
12/8/2016,18,146,150,204,132,252,123,149,239,237,260,91,48,96,78,55,74,44,64,59,59,56,28,49,44
12/8/2016,19,147,125,160,83,101,104,114,115,96,139,126,133,105,121,99,107,55,71,83,83,64,27,67,53
12/8/2016,20,73,88,64,79,65,48,62,72,69,84,73,63,73,70,81,102,74,51,77,77,67,89,112,89
12/8/2016,21,58,64,64,70,60,38,56,70,70,44,57,42,54,51,53,59,44,40,49,49,97,66,66,76
12/8/2016,22,38,57,44,43,47,26,64,50,53,33,54,44,47,48,47,47,32,35,40,40,60,49,54,54
12/8/2016,23,55,42,24,40,48,13,75,52,42,28,39,39,37,38,34,42,28,28,33,33,49,46,50,48
12/8/2016,24,55,41,34,38,45,9,139,51,43,22,32,27,36,32,30,39,25,25,30,30,66,42,41,50
12/9/2016,1,31,36,24,32,30,22,71,32,13,19,35,32,36,34,28,44,21,26,30,30,45,36,29,37
12/9/2016,2,18,32,15,26,23,5,12,22,6,8,29,32,28,30,27,33,18,21,25,25,61,29,29,40
12/9/2016,3,9,11,1,15,9,7,23,11,1,14,18,13,15,15,24,25,22,15,22,22,60,26,18,35
12/9/2016,4,10,12,2,17,6,5,1,28,1,15,16,12,11,13,20,24,22,11,19,19,18,29,3,17
12/9/2016,5,10,15,1,21,4,12,31,16,3,16,13,8,13,11,15,16,23,11,16,16,29,16,8,18
12/9/2016,6,20,20,8,23,14,12,38,9,17,10,12,10,16,13,12,9,20,8,12,12,33,19,14,22
12/9/2016,7,37,19,24,39,41,14,44,25,27,16,17,14,14,15,20,20,19,12,18,18,32,3,11,15
12/9/2016,8,45,45,27,52,54,16,43,27,41,29,22,15,23,20,16,21,14,23,19,19,44,32,19,32
12/9/2016,9,59,48,32,40,34,16,41,33,36,32,33,22,32,29,18,17,8,33,19,19,50,41,32,41
12/9/2016,10,52,57,32,47,36,16,33,47,29,26,36,27,44,36,31,25,18,37,28,28,59,41,27,42
12/9/2016,11,44,47,42,41,37,23,28,30,28,21,36,30,42,36,38,33,25,29,31,31,49,35,28,37
12/9/2016,12,40,57,52,52,58,10,30,37,36,32,35,27,42,35,24,32,18,35,27,27,73,40,48,54
12/9/2016,13,34,57,50,48,40,8,39,38,35,34,36,31,41,36,32,45,22,37,34,34,57,47,44,49
12/9/2016,14,41,55,47,53,41,22,41,47,49,34,33,25,41,33,38,45,30,47,40,40,56,64,42,54
12/9/2016,15,54,54,61,65,42,24,55,43,45,54,43,36,49,43,40,35,37,40,38,38,41,45,51,46
12/9/2016,16,55,62,63,51,53,25,59,54,46,61,51,42,59,51,52,50,43,43,47,47,50,53,39,47
12/9/2016,17,70,76,71,70,73,32,63,51,53,55,42,35,49,42,67,62,55,46,58,58,58,54,49,54
12/9/2016,18,58,105,66,68,71,43,72,58,100,66,61,38,66,55,65,63,48,46,56,56,46,49,51,49
12/9/2016,19,63,76,61,76,64,56,58,116,52,70,59,44,60,54,51,51,31,47,45,45,43,48,67,53
12/9/2016,20,49,46,56,47,38,40,33,72,24,83,40,38,30,36,49,49,47,43,47,47,50,37,45,44
12/9/2016,21,31,38,39,34,26,23,29,46,18,50,36,27,32,32,41,39,37,31,37,37,58,33,34,42
12/9/2016,22,27,33,23,29,31,17,25,26,23,29,29,19,33,27,30,31,26,17,26,26,42,24,32,33
12/9/2016,23,16,30,16,22,16,11,36,18,18,21,17,21,25,21,20,20,8,13,15,15,29,25,25,26
12/9/2016,24,14,26,12,18,11,5,48,18,26,13,17,17,18,17,16,17,11,14,15,15,27,19,15,20
12/10/2016,1,14,27,12,24,25,16,15,13,17,10,18,10,17,15,12,10,8,9,10,10,21,16,15,17
12/10/2016,2,8,29,8,19,13,10,16,11,4,8,13,16,16,15,11,15,6,10,11,11,17,14,10,14
12/10/2016,3,8,16,5,16,19,6,16,7,4,30,8,16,13,12,14,10,7,9,10,10,32,11,11,18
12/10/2016,4,8,20,6,5,20,9,15,13,9,31,11,9,22,14,9,6,10,8,8,8,25,14,10,16
12/10/2016,5,10,27,10,21,30,13,17,12,18,23,10,17,23,17,4,3,9,7,6,6,28,7,8,14
12/10/2016,6,12,26,15,10,20,24,25,15,30,53,9,17,20,15,6,5,9,8,7,7,41,14,11,22
12/10/2016,7,15,31,20,23,33,33,83,29,49,103,13,14,16,14,11,7,10,12,10,10,52,12,11,25
12/10/2016,8,31,50,24,25,47,43,64,72,72,127,17,20,19,19,17,10,11,18,14,14,72,16,44,44
12/10/2016,9,26,35,16,38,77,32,29,44,89,94,19,19,19,19,16,19,10,17,16,16,87,20,54,54
12/10/2016,10,29,37,20,37,64,49,24,48,57,57,25,19,22,22,14,20,10,16,15,15,61,18,21,33
12/10/2016,11,26,46,30,53,29,32,25,39,35,35,32,22,27,27,17,21,11,22,18,18,61,21,26,36
12/10/2016,12,24,43,31,57,26,15,28,38,31,34,47,33,40,40,20,20,16,31,22,22,46,24,25,32
12/10/2016,13,33,39,33,55,33,13,34,34,40,49,48,29,39,39,23,19,19,31,23,23,58,26,40,41
12/10/2016,14,42,42,38,50,34,15,31,50,38,46,41,28,35,35,32,27,26,35,30,30,53,39,41,44
12/10/2016,15,36,52,41,75,30,14,38,34,27,40,45,33,39,39,38,50,30,41,40,40,55,55,44,51
12/10/2016,16,43,42,39,33,18,23,12,36,25,34,40,31,36,36,47,34,36,27,36,36,48,48,41,46
12/10/2016,17,32,27,31,44,16,14,33,40,30,33,39,27,33,33,44,49,39,30,41,41,41,49,42,44
12/10/2016,18,45,37,36,38,35,30,32,41,36,47,26,25,26,26,46,48,41,25,40,40,27,42,42,37
12/10/2016,19,42,33,35,59,42,29,31,53,50,52,20,12,16,16,48,45,35,23,38,38,43,36,37,39
12/10/2016,20,35,41,35,44,44,24,30,39,35,44,34,32,34,33,37,42,29,25,33,33,50,51,62,54
12/10/2016,21,28,42,22,25,34,20,24,43,31,37,32,26,30,29,28,34,19,18,25,25,48,49,38,45
12/10/2016,22,21,32,17,50,33,16,16,32,37,34,19,26,26,24,28,34,21,13,24,24,53,30,28,37
